Symbol
WMB
WMC
WMT
WNC
WPC
WPG
WPM
WPRT
WPX
WRK
WSM
WTI
WTW
WU
WUBA
WWE
WY
WYN
WYNN
X
XBI
XEC
XHB
XIN
XL
XLB
XLE
XLF
XLI
XLK
XLNX
XLP
XLRN
XLU
XLV
XLY
XME
XNET
XOM
XON
XONE
XOP
XPER
XPO
XRT
XRX
XSPA
XXII
YCS
YELP
YGE
YNDX
YPF
YRCW
YUM
YUMC
YY
Z
ZAGG
ZAYO
ZBH
ZBRA
ZEN
ZG
ZGNX
ZION
ZIOP
ZN
ZNGA
ZNH
ZOES
ZSL
ZTS
ZUMZ
ZYNE
